,First component,Second component
0,-28.77345,-20.644253
1,1.572681,-46.06617
2,15.117274,-14.127816
3,-28.534716,-17.293915
4,-29.091167,-17.260593
5,-30.279562,-16.448565
6,-27.914356,-16.392986
7,15.178619,-13.835482
8,-5.989939,-35.32279
9,-46.528343,-15.502099
10,-46.2469,-16.656773
11,16.011871,-20.733475
12,15.8685,-23.499807
13,18.230574,-20.486576
14,16.71647,-22.301012
15,17.9282,-20.354055
16,19.048729,-20.188072
17,-33.616108,-14.4705715
18,-33.430313,-12.303106
19,14.947137,-15.129179
20,-33.941063,-12.887517
21,-38.258366,-16.870686
22,-29.709362,-21.805735
23,-28.44192,-23.246454
24,22.805027,-19.553806
25,24.967024,-19.393652
26,23.935074,-19.083748
27,5.2785416,-45.56049
28,10.342845,-13.287083
29,-25.4012,-22.642126
30,-28.688606,-22.163109
31,-28.966482,-25.38252
32,-5.3555775,-5.5610023
33,8.154627,-44.66541
34,15.667986,-30.603653
35,11.726054,-8.318745
36,-11.292383,-2.8118386
37,15.107757,-11.001154
38,13.191667,-14.509868
39,-31.284952,-20.189535
40,1.3729585,-44.58744
41,-39.650463,-22.377071
42,6.0564866,-43.19786
43,14.729993,-12.589629
44,-36.774036,-10.8544855
45,-27.259563,-22.150782
46,21.026106,-10.835106
47,-40.847504,-22.623331
48,-35.841564,-19.056957
49,-45.12836,-15.775988
50,-33.709743,-13.544464
51,21.710562,-10.458496
52,15.978479,-10.857987
53,17.610008,-18.792866
54,3.532711,-45.047344
55,2.7855155,-44.9736
56,-27.137373,-14.452902
57,-32.404655,-9.362486
58,-40.611534,-11.053313
59,-35.0954,-12.044245
60,-40.59295,-6.926717
61,-39.641403,-7.2440386
62,-25.971945,2.3874896
63,27.28374,-5.761613
64,23.742546,-7.6153803
65,-34.628235,-21.773457
66,28.889868,-5.4208703
67,25.987125,-9.548115
68,-40.868504,-22.461996
69,-39.89934,-14.089865
70,-38.9062,-0.3667474
71,4.1162143,19.45415
72,-33.91078,-20.801432
73,-34.44323,-13.5634985
74,6.7726245,-40.97594
75,-35.855885,-14.180693
76,-31.04389,-23.188238
77,11.855157,-13.681357
78,-28.01045,-15.148077
79,-37.483425,-17.24628
80,-27.964626,-23.67875
81,-42.09749,-17.163513
82,25.211233,2.0763254
83,3.202849,-43.01698
84,-35.24211,-7.6081333
85,-33.77491,-16.483305
86,0.30022448,-46.356358
87,-39.9211,-10.379823
88,-45.55124,-12.011746
89,-45.551918,-15.239557
90,-26.95699,0.7753736
91,-27.021992,0.70520306
92,-45.570168,-12.824069
93,-44.91578,-11.378703
94,-41.994556,-15.19183
95,-43.86757,-15.607939
96,-42.567825,-9.292613
97,-46.80133,-14.138543
98,-45.073524,-7.3829665
99,-43.067093,-6.2135825
100,-43.097153,-8.169005
101,-41.675606,-6.4538965
102,-43.74107,-2.0212424
103,-42.61705,-12.945629
104,-35.9093,-15.808622
105,-36.536816,-18.695953
106,-5.0587964,-36.984756
107,-7.8907943,-35.890793
108,-27.427773,-25.852192
109,-6.5680604,-34.38157
110,-9.952783,-36.34736
111,-8.51248,-37.466923
112,-6.964434,-37.586235
113,-9.210247,-35.30858
114,-6.999286,-34.768677
115,-4.858397,-33.694054
116,-4.023896,-35.556854
117,-3.215824,-33.180298
118,-5.7122183,-31.705006
119,-5.412291,-32.80972
120,-8.795594,-36.36881
121,-6.0858126,-36.43252
122,-8.450896,-34.533188
123,0.9603055,-38.661297
124,1.4831685,-36.04335
125,-9.5103035,-37.650036
126,-10.216457,-37.91985
127,-41.744225,-18.664597
128,-33.459164,-16.206547
129,-25.190784,-11.888472
130,-11.869891,-32.0828
131,-8.180067,-33.19775
132,-45.293636,-14.475571
133,-23.97058,-44.770824
134,-24.16348,-44.766804
135,-22.960333,-43.20106
136,-22.559225,-43.18196
137,-42.19029,-21.107677
138,7.4379673,-47.524063
139,6.370018,-48.45815
140,1.6449583,-34.887207
141,29.854906,-20.970745
142,30.174887,-21.634443
143,9.317805,-40.01986
144,21.439518,-28.956789
145,14.583929,-37.54806
146,11.955928,-39.34529
147,7.7702675,-45.79463
148,8.734592,-45.08457
149,8.110822,-38.00363
150,9.581382,-37.376293
151,15.69107,-34.201946
152,-3.0112586,-34.762287
153,6.2446136,-42.950123
154,7.680645,-43.17052
155,20.25158,-23.982523
156,6.691648,-44.518654
157,9.6368475,-32.27705
158,9.773511,-35.584896
159,-2.0688179,-44.90829
160,19.742092,-33.541706
161,10.0713,-44.24327
162,12.889001,-37.728123
163,10.613125,-38.19018
164,13.171274,-34.769623
165,14.217807,-39.70407
166,9.42402,-42.579807
167,11.115081,-40.146824
168,8.059468,-41.939682
169,17.983181,-30.574986
170,10.005084,-36.120262
171,7.107914,-43.714573
172,18.571651,-34.09982
173,8.333974,-35.852177
174,14.832539,-35.001846
175,13.126886,-35.847416
176,17.31921,-34.981102
177,14.095039,-36.371334
178,8.569114,-33.7988
179,14.156235,-30.119482
180,5.6718135,-32.277145
181,3.272742,-32.850014
182,0.8205807,-31.286238
183,3.826153,-32.69459
184,4.24967,-33.666256
185,20.81906,3.0984173
186,6.956073,-32.41059
187,19.249607,3.2809186
188,19.985579,4.1167946
189,23.279333,19.900196
190,26.178495,8.578608
191,25.553013,3.2732644
192,22.53183,3.1153815
193,24.606358,4.0792913
194,24.163399,7.440642
195,25.99826,4.870864
196,7.4535947,-34.132614
197,21.082516,4.4301405
198,22.154,8.891944
199,7.5962586,-34.811825
200,18.230526,-34.289227
201,26.186813,7.380231
202,18.937126,3.7319362
203,23.752474,7.716782
204,12.89254,-33.683277
205,21.984083,5.377748
206,30.310545,-18.99767
207,1.1519859,-34.663715
208,22.401508,-28.15043
209,18.462807,-30.14577
210,24.555416,-26.690577
211,26.212029,-26.13154
212,3.1165483,-24.693266
213,2.494933,-23.142914
214,27.17917,-24.144335
215,0.52711195,-24.65592
216,2.8829505,-24.078278
217,1.059147,-23.267328
218,26.001678,-22.989435
219,26.499529,-22.50661
220,23.773806,-12.3941145
221,27.791437,-22.736393
222,-4.7740035,-22.145525
223,0.31108814,-23.660275
224,14.403568,-43.30334
225,14.029288,-43.13817
226,0.99803776,-39.73497
227,15.822904,-30.856869
228,12.541593,-37.252796
229,25.94835,-25.39237
230,-29.723095,-41.792618
231,26.293268,-23.88171
232,-0.6706914,-46.08866
233,26.06067,-27.465221
234,26.335928,-27.6252
235,1.0751709,-38.70311
236,-27.587185,-42.11529
237,-27.75775,-42.4397
238,-42.40684,-17.350307
239,-13.66247,-18.202475
240,-14.8039,-17.34167
241,-14.059201,-17.238811
242,-29.922504,-22.815899
243,-7.0571637,-19.837624
244,-30.859451,-36.692806
245,3.589492,-48.158203
246,-33.117943,-39.61364
247,-18.887894,-28.900297
248,-32.15426,-40.08339
249,-34.87503,-33.037937
250,-30.621134,-37.235218
251,4.151158,-47.46124
252,28.01433,-18.700422
253,12.516332,2.8713088
254,9.098379,1.1101826
255,10.311522,0.87087446
256,3.2084057,-31.097853
257,26.49193,3.3430498
258,20.56925,19.229088
259,16.938498,0.2339694
260,-43.570496,-21.165741
261,-32.000134,-5.191592
262,27.858204,-20.319185
263,26.413944,-6.1773987
264,29.812002,-16.719353
265,12.599768,2.9791846
266,26.825987,-20.426191
267,0.95252585,-35.593403
268,-13.255049,-13.529016
269,-15.120299,-14.457898
270,-14.161605,-16.367598
271,-13.451573,-15.533441
272,-14.578792,-12.577691
273,-13.53996,-10.8517275
274,-13.681672,-13.907895
275,-13.475252,-14.593196
276,-24.406544,-31.431538
277,-8.35366,5.300546
278,-14.233228,-10.240357
279,-9.8276005,-3.2020638
280,-24.16504,-24.55455
281,-24.90876,-25.958904
282,-36.224117,-21.32001
283,-47.49997,0.627597
284,-36.369408,-22.923853
285,-35.231617,-23.714138
286,-36.45616,-23.330944
287,-46.41867,1.4803436
288,-46.13737,7.5907454
289,-46.033836,3.4840794
290,-29.522453,-30.169952
291,-28.766582,-27.684696
292,-23.699497,-41.163887
293,-21.84688,-26.352833
294,-20.026194,-38.50096
295,-23.175318,-34.183796
296,-22.238739,-36.709732
297,-23.24592,-35.372868
298,-22.880783,-37.189423
299,-21.75477,-37.534294
300,-23.114008,-36.716347
301,-21.805862,-38.399067
302,-33.660965,-39.13896
303,-33.517036,-35.488766
304,-27.393053,-41.139084
305,-31.751223,-38.045395
306,-31.778904,-36.25559
307,-28.67525,-34.009277
308,-31.098825,-35.08484
309,-24.269423,-32.89595
310,-6.6511617,-11.940015
311,-29.653397,-33.77408
312,-30.278776,-33.24931
313,-30.08889,-31.955732
314,-31.09012,-33.73998
315,-29.211718,-34.607162
316,-20.09721,-27.767382
317,-32.59949,-34.18983
318,-33.31951,-34.61965
319,-34.675976,-35.99308
320,-32.400055,-35.748455
321,-33.160717,-36.476986
322,-36.129673,-30.764473
323,-28.987669,-32.281166
324,-24.830534,-32.648987
325,14.144599,-16.937891
326,-13.910178,8.37643
327,-18.238844,-21.857374
328,-19.320911,-21.530983
329,-20.673695,-23.139692
330,10.781515,-15.210329
331,-21.254189,-23.163837
332,10.64119,-15.219131
333,-17.269814,-20.288298
334,-18.088055,-21.07919
335,-20.22548,-22.05078
336,-19.586884,-23.03399
337,-8.262563,-5.8407736
338,-35.31276,-29.704626
339,-15.532277,8.34379
340,-35.37999,-29.732721
341,-18.20187,-25.731062
342,-19.277613,-28.3118
343,14.490492,6.4469614
344,-18.721731,-24.487072
345,-24.810686,13.907667
346,15.514884,10.478606
347,23.069227,-25.870491
348,-23.320787,-23.648256
349,-29.15232,-25.575773
350,-15.500007,9.319863
351,-13.572618,-29.73541
352,-4.171722,24.965315
353,-4.6725807,23.928345
354,-12.211938,-30.237902
355,6.96555,-35.978394
356,-13.705429,-31.58298
357,-7.296229,22.75913
358,-12.439723,-30.589886
359,6.1948256,-49.311657
360,-7.254631,22.662382
361,12.495966,8.049476
362,-17.577435,7.318996
363,-24.15869,-19.092907
364,-15.319313,-28.561792
365,-24.879473,-19.688414
366,-26.629246,-14.498682
367,17.20733,12.181241
368,21.985727,-14.537809
369,-6.542802,-4.9482627
370,-6.5160456,10.011938
371,-12.993063,13.114252
372,-13.049148,12.089842
373,-12.904173,-6.6650686
374,-22.073324,-12.080102
375,-17.625547,7.730258
376,-15.258108,4.7356896
377,-22.744804,-17.246218
378,-18.756247,11.675309
379,-23.782574,-18.448387
380,-23.762863,-16.385561
381,-26.411879,-15.986306
382,-24.950373,-17.434443
383,-38.1334,-3.2671516
384,-25.026478,-13.11633
385,-22.94434,-14.698141
386,-20.114695,-18.266565
387,17.267471,10.158189
388,19.03068,10.66315
389,-20.01859,-2.5394874
390,16.32975,9.930482
391,-5.423935,21.982758
392,18.51676,10.917602
393,-11.913177,-29.038483
394,-4.9093227,-8.875278
395,2.84405,-12.380837
396,1.9850136,-12.832178
397,2.8867288,-15.830424
398,4.194239,-14.870791
399,-11.267926,-20.821203
400,1.6480513,-16.683704
401,-3.8314435,-15.027587
402,1.2055072,-11.206755
403,-4.6132236,-17.847876
404,-5.568718,-18.456968
405,-2.0025592,-12.728377
406,-5.05564,-17.632343
407,-11.5276785,-15.0751915
408,1.7804031,-13.161737
409,-5.3128605,-19.748646
410,-2.075901,-14.330703
411,-4.9646864,-14.030783
412,-6.196794,-19.891445
413,0.67748624,-18.102736
414,0.5094051,-17.849447
415,0.83427536,-21.41113
416,-2.3427534,-11.9830885
417,-5.2749443,-20.67834
418,0.8072256,-14.972451
419,0.2732199,-11.8798485
420,0.13132943,-12.47815
421,-4.2290845,-12.718997
422,2.9250934,-2.5571578
423,1.7611413,-17.067366
424,-6.9404197,-7.4988866
425,-7.4399476,-0.6476683
426,-5.033652,-8.18079
427,0.7733251,-3.0801039
428,-9.189166,-4.739486
429,-11.987655,-8.699031
430,-11.85388,-7.5035605
431,1.2099679,-2.9817026
432,-19.426815,-19.492136
433,-5.1469364,-6.495503
434,-0.80275047,-13.610014
435,-2.4819732,-8.859378
436,-5.610944,-12.643052
437,-11.559703,-14.093165
438,-1.6378661,-9.073992
439,-3.019847,-10.542016
440,0.69010067,-10.231166
441,-4.7994766,-11.756561
442,-3.6231384,-11.471884
443,3.6641042,-18.133804
444,-4.493989,-0.8575388
445,-6.6603847,-18.373148
446,-2.1673596,-15.934719
447,5.033772,0.42478088
448,8.191337,1.6057498
449,7.452016,1.5932572
450,6.913772,1.4468354
451,4.8698797,0.9301903
452,-0.6641592,2.5293043
453,1.8811966,-1.1497405
454,1.0465306,-1.2252632
455,1.3158419,-0.26207623
456,-0.22338852,-0.6767077
457,2.2058408,0.6953876
458,33.13666,-9.359956
459,-16.10188,19.939545
460,-3.3921776,2.98475
461,-8.423741,6.707689
462,0.13769832,-1.9665735
463,3.3990319,-1.3607479
464,2.9596546,0.55342317
465,-2.4794111,3.7372253
466,-2.5694032,-7.8642826
467,-44.9677,5.1719832
468,-22.384739,3.0085304
469,4.74386,-14.620214
470,4.4899764,-18.35013
471,0.49312428,0.61401176
472,-2.0861125,2.9459102
473,-0.9505789,0.89866763
474,4.0297084,-2.7811623
475,20.428919,-23.479635
476,20.748873,-22.781343
477,-5.604117,-7.494388
478,-12.257099,-18.836702
479,-5.2621503,-9.968071
480,-9.293491,11.0611515
481,-8.583885,7.4515867
482,-11.605849,15.736826
483,-14.104555,32.27306
484,-3.826277,0.05191336
485,-10.288076,14.114236
486,-2.7324257,-0.019736331
487,-10.802887,15.071658
488,-11.52036,17.992836
489,-0.5915314,3.3258736
490,-2.4836674,1.4468336
491,1.758587,5.2515507
492,-47.510616,5.3795834
493,-21.967463,19.25007
494,-10.202045,15.881227
495,-0.35245195,4.8011475
496,-36.69306,1.9077197
497,0.40319383,4.124
498,28.583387,-12.123883
499,27.996578,-10.753735
500,32.605694,-8.481164
501,31.52274,-8.526185
502,34.210922,-9.03033
503,34.65102,-8.866397
504,28.473001,-4.984229
505,30.588333,-7.074215
506,29.620068,-15.526602
507,-5.9832,13.105552
508,29.266954,-12.144885
509,28.215616,-9.828246
510,24.72236,-7.1386037
511,27.661827,-9.517354
512,27.395422,-8.539301
513,-34.702953,-17.91749
514,29.705584,-8.98076
515,2.8101034,19.458378
516,30.137623,-10.917904
517,29.017292,-10.8402405
518,29.952452,-10.195488
519,-0.20959291,12.64644
520,22.36755,-7.4072886
521,20.207108,-6.3128304
522,-5.538729,12.602336
523,-12.98429,30.236963
524,-5.386717,12.0445175
525,-4.852178,10.216872
526,22.454023,-8.746913
527,12.305634,-8.396914
528,11.775053,-7.716187
529,-16.128618,30.931679
530,-15.575357,21.006899
531,-13.725049,22.074656
532,-15.372687,21.687405
533,-16.364388,22.382166
534,-15.964375,33.028
535,-16.8955,19.001944
536,-16.70033,27.17657
537,-18.896883,26.270853
538,-17.13094,23.537407
539,-17.746338,25.67456
540,-16.615862,27.961111
541,-17.120346,34.82891
542,-1.3472927,45.22129
543,-18.451387,27.087269
544,-0.50963557,9.163053
545,21.10845,-15.6340885
546,-15.959719,35.107735
547,-16.917044,34.005417
548,12.698693,20.794685
549,2.2593005,45.70031
550,9.002255,26.351425
551,25.7776,41.112103
552,-22.675316,-6.9436655
553,-21.750397,15.617112
554,-10.399986,-0.32855338
555,9.094631,-8.903927
556,-1.7951733,12.026394
557,-12.79123,17.523531
558,-22.447277,18.205729
559,-22.724577,17.885656
560,5.935169,32.10561
561,-18.112564,28.851892
562,-17.824276,29.407019
563,-8.4414015,25.111666
564,-19.80964,32.98663
565,-0.5234973,6.889682
566,-19.887121,30.168306
567,-11.131158,-2.791415
568,-10.356203,23.869299
569,-9.313276,22.08292
570,-6.1963325,22.034857
571,-17.985989,31.839624
572,-18.173138,33.194393
573,-10.160894,21.24634
574,2.9084997,21.612246
575,-21.711779,11.276432
576,-16.649399,9.734453
577,-21.776533,8.682749
578,-13.593207,9.338342
579,-9.385641,8.988866
580,-12.738608,16.764078
581,-12.358554,13.771173
582,-10.7428055,0.8609513
583,-10.865421,-0.17339058
584,10.202212,-8.346203
585,-31.3957,-14.126351
586,-20.604567,18.2507
587,-23.205599,19.28906
588,-20.070263,15.950896
589,-18.865576,16.08379
590,-20.619606,14.065856
591,-28.578938,-11.305257
592,-42.06058,-8.426349
593,-43.248062,-15.618778
594,-44.55285,-8.1273155
595,-42.80114,-10.615675
596,-35.048492,-3.2512295
597,-41.850967,-10.829598
598,-29.281218,-10.696936
599,-29.490347,-8.740298
600,-24.600145,9.373205
601,-19.259274,13.688987
602,-20.417683,34.084473
603,-37.10573,-10.494907
604,-28.387932,-8.28359
605,5.6236525,-40.226276
606,-41.280575,9.376577
607,-40.82401,8.165495
608,-30.88886,-14.155254
609,-39.975,5.6671643
610,-39.371265,6.3320184
611,-42.33272,2.0537012
612,-43.65538,4.2783513
613,-43.447372,3.525715
614,-44.095848,1.0390381
615,-23.93241,17.519308
616,-43.7304,1.6783125
617,-40.15363,-2.7906694
618,-22.613337,16.655514
619,-43.40881,-4.3926525
620,-42.12471,0.5255823
621,-43.767254,6.5856147
622,-41.767162,-1.8012277
623,-42.50949,5.310788
624,-40.824314,-5.154054
625,-42.88425,7.48522
626,-41.25731,4.897919
627,-15.715434,-10.861691
628,-38.413883,2.0453799
629,-28.148722,12.69902
630,-21.554825,12.578659
631,-40.892025,5.497535
632,-24.799644,13.859321
633,-43.08989,-5.4544754
634,-44.156235,-0.6222725
635,-34.6221,-1.2854946
636,-39.540726,-0.09483763
637,-41.096947,3.834336
638,-20.355513,11.305291
639,-34.817276,-5.7345757
640,-34.867676,-6.8930354
641,2.1078591,24.301874
642,-19.726007,-2.5618784
643,-33.81158,-7.497202
644,5.7681026,24.841238
645,-20.649242,16.383835
646,1.9998132,25.53845
647,-10.399669,35.00706
648,-23.099977,2.6660676
649,7.0919924,24.322325
650,-12.395272,33.227493
651,-13.516846,35.331646
652,-12.14854,34.155785
653,-13.25757,34.73438
654,10.379951,23.612988
655,-40.91048,0.3808485
656,-45.97956,2.5301204
657,-39.85332,3.495405
658,-40.518063,1.8928427
659,-4.4849825,-30.997843
660,-29.62265,13.2977915
661,-46.14359,5.306394
662,12.570858,8.623575
663,-43.97949,2.3966126
664,-44.890408,3.4917014
665,-10.294172,34.42745
666,-41.563286,3.371675
667,1.9189955,33.58153
668,-47.856647,4.0145445
669,-43.538097,-19.432783
670,-8.263833,-40.929688
671,34.529694,3.1310139
672,24.202032,-18.546848
673,24.816305,-17.294935
674,23.764212,-17.41473
675,26.204582,-3.5598977
676,8.2115135,25.43618
677,-13.992998,37.98474
678,21.349804,46.036755
679,0.022283703,43.601494
680,-0.5094089,45.0947
681,10.359993,30.7597
682,23.895638,39.43877
683,20.7643,49.044422
684,30.242449,-17.057196
685,26.55011,46.64134
686,27.840258,45.420795
687,11.100552,23.346586
688,20.673668,-16.419504
689,20.81554,-17.45411
690,32.04692,25.439041
691,14.594592,50.692238
692,17.160837,50.65516
693,22.478449,35.213223
694,32.234745,23.61347
695,12.46114,48.80175
696,7.959471,47.567844
697,5.5433598,47.433968
698,16.438217,48.73753
699,11.547606,50.998817
700,13.661735,51.693962
701,9.61851,51.956253
702,20.651066,44.837322
703,21.804407,43.73633
704,30.732542,43.043953
705,12.332838,49.808647
706,0.53628594,47.12329
707,29.47725,17.495104
708,8.256174,48.554203
709,10.303211,49.89723
710,14.474091,48.0873
711,10.528396,46.372795
712,9.501477,46.676655
713,14.142972,46.938198
714,31.802794,24.351835
715,31.22359,24.065214
716,11.731118,49.655922
717,12.448014,51.80764
718,13.358495,49.911175
719,19.563974,36.226196
720,28.818731,35.14513
721,22.762877,33.54076
722,10.767603,51.867424
723,13.266785,46.519695
724,7.10322,49.705334
725,0.7293944,46.51301
726,6.79612,48.22415
727,12.153546,52.92678
728,25.662045,-0.9093658
729,29.224022,19.563412
730,12.160474,46.596874
731,32.78812,21.729385
732,27.556976,37.484318
733,27.606983,38.499382
734,27.454603,38.571728
735,17.188334,47.762943
736,30.91705,20.910643
737,31.388903,22.127407
738,29.617598,37.73632
739,35.209347,22.845577
740,29.125048,22.407597
741,28.650114,39.785786
742,33.358875,16.082533
743,27.346561,40.45579
744,28.409088,44.546467
745,9.027512,32.888256
746,26.421293,40.961926
747,20.225088,45.33097
748,26.956863,39.216354
749,19.925186,-18.99213
750,22.338068,30.33627
751,24.773552,15.004088
752,23.606264,13.260135
753,27.81225,16.949387
754,22.800755,9.12597
755,26.03313,23.207869
756,24.519835,12.650063
757,26.06123,9.647198
758,25.751738,11.447391
759,26.221815,25.994465
760,22.92144,13.216433
761,24.292301,16.487846
762,31.628216,15.980567
763,20.022518,37.77497
764,5.0739007,28.169111
765,25.429585,23.914303
766,26.632105,25.416042
767,27.217022,24.630499
768,28.253109,23.281874
769,25.151257,23.074741
770,25.74353,37.237103
771,28.117216,25.840893
772,26.907925,27.457026
773,28.401949,26.166416
774,30.1674,28.509975
775,23.415539,31.170902
776,5.3924727,27.000332
777,23.308268,32.377445
778,23.371897,26.335428
779,30.034883,18.790993
780,30.411152,18.271244
781,28.65077,27.34872
782,27.143505,22.466726
783,23.910763,27.373049
784,32.174366,18.891182
785,8.974274,40.749725
786,34.763412,21.540018
787,24.401302,16.261267
788,-4.8138604,29.764034
789,24.693213,10.114657
790,27.034134,28.828407
791,-4.766508,30.43832
792,23.953398,28.762363
793,28.589724,15.47083
794,5.95632,29.580954
795,32.751236,17.862587
796,-6.336556,36.023056
797,30.53433,28.092281
798,33.356228,19.32385
799,26.605215,32.408703
800,23.531057,22.133574
801,15.186279,45.095238
802,28.605515,13.897652
803,19.435968,-16.519938
804,24.432476,26.973007
805,9.811599,28.416574
806,0.43087453,35.494408
807,0.26797774,34.558807
808,15.545403,34.38308
809,7.4955044,45.33784
810,12.6571455,29.75732
811,11.653944,27.46933
812,-1.089444,36.209343
813,-14.879313,22.212938
814,-15.300778,23.332367
815,8.801663,29.907618
816,-16.098396,37.42633
817,5.5867906,37.21512
818,3.4568965,38.412148
819,3.4143193,38.470848
820,26.636736,21.45793
821,20.307629,5.7176995
822,10.944887,37.44617
823,11.446511,28.96327
824,17.180725,30.619545
825,10.391683,39.37487
826,13.181202,35.240387
827,12.075884,37.977066
828,7.762892,38.535984
829,8.502707,37.971447
830,14.788611,37.80315
831,15.766317,31.918201
832,10.391174,33.100933
833,15.0899315,38.284397
834,15.135895,36.239357
835,3.2409458,43.62543
836,10.742086,38.657032
837,12.529578,34.289974
838,19.373642,33.650593
839,19.297272,36.927216
840,-10.416113,39.35667
841,8.266161,39.891537
842,14.879854,31.96199
843,19.452353,35.107117
844,11.165924,28.324778
845,13.185124,36.922173
846,-3.5073423,29.444674
847,2.1453757,35.604183
848,13.958189,35.313416
849,-15.404988,34.137108
850,-16.324202,38.402824
851,-9.736058,38.647877
852,-11.322371,37.771362
853,-6.1494927,38.5796
854,-5.430261,31.949312
855,-9.483965,24.537188
856,8.002997,34.35369
857,10.874644,39.729992
858,-7.87083,39.036793
859,9.359952,35.78013
860,12.188991,32.29143
861,18.801508,5.861928
862,16.747248,40.843777
863,17.495377,38.985233
864,16.608528,41.013206
865,17.222872,36.287045
866,17.07813,37.782547
867,10.202292,41.18809
868,12.177271,39.72388
869,17.212254,0.30165046
870,24.678223,-0.6232484
871,18.534536,23.39284
872,18.249655,23.922256
873,21.94489,25.61397
874,20.073334,21.326805
875,21.446747,21.45214
876,21.281141,21.03397
877,29.711138,12.832464
878,20.510326,23.732967
879,29.212524,13.660874
880,20.848425,25.691628
881,16.94677,29.310349
882,16.683636,30.056133
883,10.360856,33.77611
884,17.85077,26.763086
885,-9.869014,38.134552
886,12.2590685,38.35551
887,14.656367,30.26856
888,6.138405,35.061226
889,11.457838,24.957325
890,-3.4780169,31.31728
891,-3.717357,31.774403
892,-4.6934943,31.417675
893,-2.807919,30.21307
894,16.316265,5.538632
895,-0.28997865,33.32632
896,10.772794,31.768341
897,11.553297,41.557953
898,12.048387,42.415535
899,-11.512119,38.761024
900,4.3295116,33.864246
901,1.5155627,31.533815
902,13.931589,31.892532
903,2.4232237,41.885918
904,15.864084,28.688745
905,-0.28360462,31.398817
906,6.417295,39.296947
907,17.47719,34.409214
908,-3.5107691,25.596014
909,10.295383,36.64715
910,7.762545,37.10424
911,4.1075606,43.603783
912,2.379142,43.273617
913,9.305772,31.631145
914,30.796255,-15.037949
915,18.772013,-15.088721
916,16.676813,-14.478228
917,18.238985,-14.987877
918,35.159496,-2.5333748
919,34.698143,-1.9410385
920,32.304134,-2.5463629
921,27.529076,-2.95357
922,-10.556541,6.7904882
923,-0.7088675,13.104575
924,35.956238,41.57122
925,35.722824,42.10921
926,4.570007,22.996693
927,32.115124,41.1951
928,2.7814178,24.209595
929,36.665,41.765697
930,34.39031,38.581825
931,33.63754,40.005867
932,33.197826,38.92762
933,31.7543,39.86604
934,33.907066,1.6644248
935,35.04249,39.262405
936,30.800926,38.2823
937,34.824223,-0.77284515
938,34.29809,1.3042245
939,35.06398,-1.2884825
940,34.70492,36.61855
941,31.083035,15.021334
942,34.906326,42.878017
943,2.6739595,23.038282
944,6.0811877,27.074652
945,25.083847,-1.6577873
946,27.876537,6.2082086
947,16.83663,24.440264
948,25.298302,-2.3966978
949,-8.718896,12.057611
950,31.031643,45.714657
951,30.557787,41.76151
952,23.731112,45.643475
953,29.795391,42.061653
954,20.579302,42.238613
955,28.792068,44.422832
956,22.844484,45.89797
957,-17.624725,37.143898
958,1.0427611,44.06844
959,7.923806,35.557022
960,-16.97968,37.034534
961,19.826237,26.147573
962,18.189804,28.580805
963,7.154161,41.39732
964,4.0921607,26.46974
965,-1.0974817,47.47898
966,30.820198,40.140022
